Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
35518,35518,RandomProb,14,failure,unknown-incorrect,incorrect,,,
35518,35518,RandomProb,15,failure,unknown-incorrect,incorrect,,,
35518,29346,RandomProb,16,failure,,,,,
32250,54979,RandomProb,0,failure,unknown-correct,correct,,,
54979,11520,RandomProb,1,failure,unknown-incorrect,incorrect,,,
11520,51605,RandomProb,2,failure,insight,incorrect,OPENING,,
51605,11520,RandomProb,3,failure,unknown-correct,correct,,,
11520,11520,RandomProb,4,failure,unknown-correct,correct,,,
11520,89456,RandomProb,5,failure,insight,correct,APPLY_IS,,
89456,93802,RandomProb,6,failure,unknown-correct,correct,,,
93802,54761,RandomProb,7,failure,insight,correct,CROSS_OUT,,
54761,93802,RandomProb,8,failure,unknown-correct,correct,,,
93802,54761,RandomProb,9,failure,insight,correct,CROSS_OUT,,
54761,93802,RandomProb,10,failure,unknown-correct,correct,,,
93802,45956,RandomProb,11,failure,insight,incorrect,OPENING,,
45956,54761,RandomProb,12,failure,insight,correct,CROSS_OUT,,
54761,54761,RandomProb,13,failure,insight,correct,CROSS_OUT,,
54761,54761,RandomProb,14,failure,insight,correct,CROSS_OUT,,
54761,54761,RandomProb,15,failure,insight,incorrect,CROSS_OUT,,
54761,26259,RandomProb,16,failure,,,,,
25512,14981,RandomProb,0,failure,unknown-incorrect,incorrect,,,
14981,14981,RandomProb,1,failure,unknown-correct,correct,,,
14981,14981,RandomProb,2,failure,unknown-incorrect,incorrect,,,
14981,14981,RandomProb,3,failure,unknown-correct,correct,,,
14981,14981,RandomProb,4,failure,unknown-correct,correct,,,
14981,14981,RandomProb,5,failure,unknown-correct,correct,,,
14981,14981,RandomProb,6,failure,unknown-incorrect,incorrect,,,
14981,64208,RandomProb,7,failure,insight,correct,BEFORE_N_SPOTS_CROSSCHECK,,
64208,47882,RandomProb,8,failure,unknown-correct,correct,,,
47882,47882,RandomProb,9,failure,unknown-correct,correct,,,
47882,24517,RandomProb,10,failure,insight,correct,BEFORE_N_SPOTS_NOINFO,,
24517,24517,RandomProb,11,failure,insight,correct,BEFORE_N_SPOTS_NOINFO,,
24517,16534,RandomProb,12,failure,insight,correct,APPLY_OR,,
16534,72332,RandomProb,13,failure,insight,incorrect,BEFORE_N_SPOTS_SHIFT,,
72332,66509,RandomProb,14,failure,insight,correct,CROSS_OUT,,
66509,66509,RandomProb,15,failure,insight,correct,CROSS_OUT,,
66509,98178,RandomProb,16,failure,,,,,
40689,54308,RandomProb,0,failure,unknown-correct,correct,,,
54308,54308,RandomProb,1,failure,unknown-correct,correct,,,
54308,54308,RandomProb,2,failure,unknown-correct,correct,,,
54308,29392,RandomProb,3,failure,unknown-incorrect,incorrect,,,
29392,29392,RandomProb,4,failure,unknown-incorrect,incorrect,,,
29392,29392,RandomProb,5,failure,unknown-incorrect,incorrect,,,
29392,87240,RandomProb,6,failure,insight,correct,CROSS_OUT,,
87240,87240,RandomProb,7,failure,insight,correct,CROSS_OUT,,
87240,29392,RandomProb,8,failure,unknown-incorrect,incorrect,,,
29392,29392,RandomProb,9,failure,unknown-correct,correct,,,
29392,30943,RandomProb,10,failure,insight,correct,APPLY_NOT,,
30943,66199,RandomProb,11,failure,unknown-incorrect,incorrect,,,
66199,25697,RandomProb,12,failure,insight,correct,CROSS_OUT,,
25697,44560,RandomProb,13,failure,insight,correct,BEFORE_NOINFO,,
44560,63654,RandomProb,14,failure,insight,incorrect,OPENING,,
63654,67427,RandomProb,15,failure,insight,correct,CROSS_OUT,,
67427,50148,RandomProb,16,failure,,,,,
51639,55462,RandomProb,0,failure,unknown-incorrect,incorrect,,,
55462,55462,RandomProb,1,failure,unknown-correct,correct,,,
55462,55462,RandomProb,2,failure,unknown-incorrect,incorrect,,,
55462,55462,RandomProb,3,failure,unknown-incorrect,incorrect,,,
55462,55462,RandomProb,4,failure,unknown-correct,correct,,,
55462,55462,RandomProb,5,failure,unknown-correct,correct,,,
55462,55462,RandomProb,6,failure,unknown-incorrect,incorrect,,,
55462,55462,RandomProb,7,failure,unknown-correct,correct,,,
55462,64930,RandomProb,8,failure,insight,incorrect,CROSS_OUT,,
64930,64930,RandomProb,9,failure,insight,correct,CROSS_OUT,,
64930,81127,RandomProb,10,failure,insight,incorrect,OPENING,,
81127,55462,RandomProb,11,failure,unknown-correct,correct,,,
55462,55462,RandomProb,12,failure,unknown-correct,correct,,,
55462,55462,RandomProb,13,failure,unknown-incorrect,incorrect,,,
55462,64930,RandomProb,14,failure,insight,correct,CROSS_OUT,,
64930,64930,RandomProb,15,failure,insight,correct,CROSS_OUT,,
64930,29105,RandomProb,16,failure,,,,,
69082,23729,RandomProb,0,failure,unknown-correct,correct,,,
23729,84115,RandomProb,1,failure,insight,correct,SIMPLE_OR_SAME_CAT,,
84115,14129,RandomProb,2,failure,insight,correct,SIMPLE_OR_SAME_CAT,,
14129,27052,RandomProb,3,failure,unknown-incorrect,incorrect,,,
27052,27052,RandomProb,4,failure,unknown-incorrect,incorrect,,,
27052,27052,RandomProb,5,failure,unknown-correct,correct,,,
27052,27052,RandomProb,6,failure,unknown-correct,correct,,,
27052,90432,RandomProb,7,failure,insight,correct,OPENING,,
90432,27052,RandomProb,8,failure,unknown-correct,correct,,,
27052,27052,RandomProb,9,failure,unknown-correct,correct,,,
27052,98430,RandomProb,10,failure,insight,correct,CROSS_OUT,,
98430,27052,RandomProb,11,failure,unknown-incorrect,incorrect,,,
27052,98430,RandomProb,12,failure,insight,correct,CROSS_OUT,,
98430,98430,RandomProb,13,failure,insight,correct,CROSS_OUT,,
98430,75902,RandomProb,14,failure,insight,incorrect,OPENING,,
75902,98430,RandomProb,15,failure,insight,correct,CROSS_OUT,,
98430,85508,RandomProb,16,failure,,,,,
