Source,Target,UserId,MoveNumber,UserSuccess,SolverValue,MoveValue,LabeledInsight,PromptMode,LevelMode
48785,48785,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
48785,35953,CrossOpenBasicOnly,6,failure,insight,correct,OPENING,,
35953,48785,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
48785,48785,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
48785,46676,CrossOpenBasicOnly,9,failure,insight,correct,OPENING,,
46676,50465,CrossOpenBasicOnly,10,failure,,,,,
12873,67061,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
67061,76783,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
76783,39627,CrossOpenBasicOnly,2,failure,insight,correct,APPLY_OR,,
39627,91258,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
91258,91258,CrossOpenBasicOnly,4,failure,insight,correct,CROSS_OUT,,
91258,57549,CrossOpenBasicOnly,5,failure,insight,correct,OPENING,,
57549,91258,CrossOpenBasicOnly,6,failure,insight,correct,CROSS_OUT,,
91258,91258,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
91258,91258,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
91258,61282,CrossOpenBasicOnly,9,failure,insight,correct,OPENING,,
61282,93871,CrossOpenBasicOnly,10,failure,,,,,
10723,95665,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
95665,10206,CrossOpenBasicOnly,1,failure,insight,correct,CROSS_OUT,,
10206,10206,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
10206,13901,CrossOpenBasicOnly,3,failure,unknown-correct,correct,,,
13901,85459,CrossOpenBasicOnly,4,failure,unknown-incorrect,incorrect,,,
85459,85459,CrossOpenBasicOnly,5,failure,unknown-correct,correct,,,
85459,59162,CrossOpenBasicOnly,6,failure,insight,correct,CROSS_OUT,,
59162,59162,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
59162,85459,CrossOpenBasicOnly,8,failure,unknown-incorrect,incorrect,,,
85459,97569,CrossOpenBasicOnly,9,failure,insight,incorrect,OPENING,,
97569,59162,CrossOpenBasicOnly,10,failure,insight,incorrect,CROSS_OUT,,
59162,85459,CrossOpenBasicOnly,11,failure,unknown-correct,correct,,,
85459,97569,CrossOpenBasicOnly,12,failure,insight,incorrect,OPENING,,
97569,97569,CrossOpenBasicOnly,13,failure,insight,correct,OPENING,,
97569,80598,CrossOpenBasicOnly,14,failure,insight,correct,APPLY_OR,,
80598,90544,CrossOpenBasicOnly,15,failure,insight,correct,CROSS_OUT,,
90544,68061,CrossOpenBasicOnly,16,failure,insight,correct,TRANS_ABC_FALSE,,
68061,87372,CrossOpenBasicOnly,17,failure,unknown-correct,correct,,,
87372,67355,CrossOpenBasicOnly,18,failure,insight,correct,APPLY_OR,,
67355,69813,CrossOpenBasicOnly,19,failure,insight,correct,CROSS_OUT,,
69813,69813,CrossOpenBasicOnly,20,failure,insight,correct,CROSS_OUT,,
69813,67355,CrossOpenBasicOnly,21,failure,insight,correct,TRANS_ABC_FALSE,,
67355,99369,CrossOpenBasicOnly,22,failure,insight,incorrect,OPENING,,
99369,69813,CrossOpenBasicOnly,23,failure,insight,incorrect,CROSS_OUT,,
69813,67355,CrossOpenBasicOnly,24,failure,insight,correct,TRANS_ABC_FALSE,,
67355,67355,CrossOpenBasicOnly,25,failure,insight,incorrect,TRANS_ABC_FALSE,,
67355,99369,CrossOpenBasicOnly,26,failure,insight,incorrect,OPENING,,
99369,69813,CrossOpenBasicOnly,27,failure,insight,incorrect,CROSS_OUT,,
69813,20206,CrossOpenBasicOnly,28,failure,unknown-incorrect,incorrect,,,
20206,99369,CrossOpenBasicOnly,29,failure,insight,incorrect,OPENING,,
99369,99369,CrossOpenBasicOnly,30,failure,insight,incorrect,OPENING,,
99369,69813,CrossOpenBasicOnly,31,failure,insight,correct,CROSS_OUT,,
69813,67355,CrossOpenBasicOnly,32,failure,insight,correct,TRANS_ABC_FALSE,,
67355,99369,CrossOpenBasicOnly,33,failure,insight,incorrect,OPENING,,
99369,99369,CrossOpenBasicOnly,34,failure,insight,incorrect,OPENING,,
99369,69813,CrossOpenBasicOnly,35,failure,insight,incorrect,CROSS_OUT,,
69813,78196,CrossOpenBasicOnly,36,failure,,,,,
63292,10898,CrossOpenBasicOnly,0,failure,insight,correct,APPLY_IS,,
10898,40516,CrossOpenBasicOnly,1,failure,insight,correct,APPLY_IS,,
40516,46036,CrossOpenBasicOnly,2,failure,insight,correct,CROSS_OUT,,
46036,46036,CrossOpenBasicOnly,3,failure,insight,correct,CROSS_OUT,,
46036,94044,CrossOpenBasicOnly,4,failure,insight,correct,APPLY_IS,,
94044,35775,CrossOpenBasicOnly,5,failure,insight,correct,CROSS_OUT,,
35775,35775,CrossOpenBasicOnly,6,failure,insight,correct,CROSS_OUT,,
35775,35775,CrossOpenBasicOnly,7,failure,insight,correct,CROSS_OUT,,
35775,35775,CrossOpenBasicOnly,8,failure,insight,correct,CROSS_OUT,,
35775,83527,CrossOpenBasicOnly,9,failure,unknown-incorrect,incorrect,,,
83527,83527,CrossOpenBasicOnly,10,failure,unknown-incorrect,incorrect,,,
